,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,23,1B,,Caught Stealing 2B,660271,Shohei Ohtani,669160,Dustin May,621532,Anthony Bemboom,R,Austin Barnes,605131,1,0,2,True,2020-09-27,Caught,2B,2020,2021,28.8
1,403,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,458681,Lance Lynn,457708,Justin Upton,R,Jose Trevino,624431,1,0,4,True,2020-09-08,Stolen,2B,2020,2021,28.8
2,476,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,656232,Brandon Bielak,457708,Justin Upton,R,Martín Maldonado,455117,1,0,1,False,2020-09-05,Stolen,2B,2020,2021,28.8
3,557,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,643290,Justin Dunn,543685,Anthony Rendon,R,Joseph Odom,641929,0,0,1,False,2020-08-30,Stolen,2B,2020,2021,28.8
4,602,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,676606,Nick Margevicius,405395,Albert Pujols,L,Austin Nola,543592,1,1,6,False,2020-08-28,Stolen,2B,2020,2021,28.8
5,691,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,548384,Brooks Raley,666176,Jo Adell,L,Dustin Garneau,572863,0,4,3,True,2020-08-25,Stolen,2B,2020,2021,28.8
6,919,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,596043,Daniel Mengden,405395,Albert Pujols,R,Austin Allen,664119,5,0,5,False,2020-08-11,Stolen,2B,2020,2021,28.8
7,1128,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,605218,Carl Edwards Jr.,405395,Albert Pujols,R,Joe Hudson,621529,2,3,7,False,2020-07-30,Stolen,2B,2020,2021,28.8
8,2866,1B,,Caught Stealing 2B,660271,Shohei Ohtani,669160,Dustin May,621532,Anthony Bemboom,R,Austin Barnes,605131,1,0,2,True,2020-09-27,Caught,2B,2020,2021,28.8
9,3246,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,458681,Lance Lynn,457708,Justin Upton,R,Jose Trevino,624431,1,0,4,True,2020-09-08,Stolen,2B,2020,2021,28.8
10,3319,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,656232,Brandon Bielak,457708,Justin Upton,R,Martín Maldonado,455117,1,0,1,False,2020-09-05,Stolen,2B,2020,2021,28.8
11,3400,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,643290,Justin Dunn,543685,Anthony Rendon,R,Joseph Odom,641929,0,0,1,False,2020-08-30,Stolen,2B,2020,2021,28.8
12,3445,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,676606,Nick Margevicius,405395,Albert Pujols,L,Austin Nola,543592,1,1,6,False,2020-08-28,Stolen,2B,2020,2021,28.8
13,3534,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,548384,Brooks Raley,666176,Jo Adell,L,Dustin Garneau,572863,0,4,3,True,2020-08-25,Stolen,2B,2020,2021,28.8
14,3762,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,596043,Daniel Mengden,405395,Albert Pujols,R,Austin Allen,664119,5,0,5,False,2020-08-11,Stolen,2B,2020,2021,28.8
15,3971,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,605218,Carl Edwards Jr.,405395,Albert Pujols,R,Joe Hudson,621529,2,3,7,False,2020-07-30,Stolen,2B,2020,2021,28.8
16,4790,1B,,Caught Stealing 2B,660271,Shohei Ohtani,669160,Dustin May,621532,Anthony Bemboom,R,Austin Barnes,605131,1,0,2,True,2020-09-27,Caught,2B,2020,2021,28.8
17,5170,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,458681,Lance Lynn,457708,Justin Upton,R,Jose Trevino,624431,1,0,4,True,2020-09-08,Stolen,2B,2020,2021,28.8
18,5243,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,656232,Brandon Bielak,457708,Justin Upton,R,Martín Maldonado,455117,1,0,1,False,2020-09-05,Stolen,2B,2020,2021,28.8
19,5324,1B,2B,Stolen Base 2B,660271,Shohei Ohtani,643290,Justin Dunn,543685,Anthony Rendon,R,Joseph Odom,641929,0,0,1,False,2020-08-30,Stolen,2B,2020,2021,28.8
