,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
11,3454,1B,2B,Stolen Base 2B,571875,Jake Lamb,430599,Joe Blanton,455104,Chris Iannetta,R,Jose Lobaton,446653,3,6,9,True,2017-05-02,Stolen,2B,2017,2018,26.9
12,3563,1B,2B,Stolen Base 2B,571875,Jake Lamb,502239,Trevor Cahill,630111,Yasmany Tomás,R,Austin Hedges,595978,3,0,3,False,2017-04-26,Stolen,2B,2017,2018,26.9
13,3756,1B,,Caught Stealing 2B,571875,Jake Lamb,501593,Luis Avilán,630111,Yasmany Tomás,L,Yasmani Grandal,518735,1,3,7,True,2017-04-16,Caught,2B,2017,2018,26.9
14,3827,1B,2B,Stolen Base 2B,571875,Jake Lamb,430912,Matt Cain,630111,Yasmany Tomás,R,Nick Hundley,460026,0,1,1,True,2017-04-12,Stolen,2B,2017,2018,26.9
15,74,1B,2B,Stolen Base 2B,571875,Jake Lamb,518715,Cory Gearrin,518614,Daniel Descalso,R,Nick Hundley,460026,1,3,7,False,2017-09-27,Stolen,2B,2017,2018,26.9
16,546,1B,2B,Stolen Base 2B,571875,Jake Lamb,445197,Mike Dunn,518614,Daniel Descalso,L,Jonathan Lucroy,518960,2,9,7,True,2017-09-01,Stolen,2B,2017,2018,26.9
17,722,1B,,Caught Stealing 2B,571875,Jake Lamb,607473,Chasen Bradford,502671,Paul Goldschmidt,R,Kevin Plawecki,608700,1,3,7,True,2017-08-24,Caught,2B,2017,2018,26.9
18,1860,1B,,Caught Stealing 2B,571875,Jake Lamb,608566,Germán Márquez,572008,Chris Owings,R,Tony Wolters,547172,2,1,6,True,2017-06-20,Caught,2B,2017,2018,26.9
19,1996,1B,2B,Stolen Base 2B,571875,Jake Lamb,458677,Justin Wilson,572008,Chris Owings,L,Alex Avila,488671,6,7,9,True,2017-06-13,Stolen,2B,2017,2018,26.9
20,2415,1B,,Caught Stealing 2B,571875,Jake Lamb,573589,Michael Ynoa,571681,Rey Fuentes,R,Omar Narváez,553882,5,1,8,False,2017-05-22,Caught,2B,2017,2018,26.9
21,2826,1B,2B,Stolen Base 2B,571875,Jake Lamb,430599,Joe Blanton,455104,Chris Iannetta,R,Jose Lobaton,446653,3,6,9,True,2017-05-02,Stolen,2B,2017,2018,26.9
22,2935,1B,2B,Stolen Base 2B,571875,Jake Lamb,502239,Trevor Cahill,630111,Yasmany Tomás,R,Austin Hedges,595978,3,0,3,False,2017-04-26,Stolen,2B,2017,2018,26.9
23,3128,1B,,Caught Stealing 2B,571875,Jake Lamb,501593,Luis Avilán,630111,Yasmany Tomás,L,Yasmani Grandal,518735,1,3,7,True,2017-04-16,Caught,2B,2017,2018,26.9
24,3199,1B,2B,Stolen Base 2B,571875,Jake Lamb,430912,Matt Cain,630111,Yasmany Tomás,R,Nick Hundley,460026,0,1,1,True,2017-04-12,Stolen,2B,2017,2018,26.9
25,4398,1B,2B,Caught Stealing 3B,571875,Jake Lamb,407822,Jorge De La Rosa,571745,Mitch Haniger,L,Dustin Garneau,572863,4,3,3,False,2016-09-13,Caught,3B,2016,2017,26.9
26,4470,1B,2B,Stolen Base 2B,571875,Jake Lamb,518715,Cory Gearrin,502671,Paul Goldschmidt,R,Buster Posey,457763,6,7,12,False,2016-09-09,Stolen,2B,2016,2017,26.9
27,4898,1B,2B,Stolen Base 2B,571875,Jake Lamb,592789,Noah Syndergaard,630111,Yasmany Tomás,R,René Rivera,425784,0,0,1,False,2016-08-16,Stolen,2B,2016,2017,26.9
28,5260,1B,2B,Caught Stealing 3B,571875,Jake Lamb,431148,Scott Kazmir,572008,Chris Owings,L,Yasmani Grandal,518735,0,3,4,True,2016-07-30,Caught,3B,2016,2017,26.9
29,5458,1B,2B,Stolen Base 2B,571875,Jake Lamb,573185,Dan Straily,456078,Welington Castillo,R,Tucker Barnhart,571466,0,2,1,True,2016-07-22,Stolen,2B,2016,2017,26.9
30,6434,1B,2B,Stolen Base 2B,571875,Jake Lamb,543037,Gerrit Cole,592273,Brandon Drury,R,Francisco Cervelli,465041,0,1,1,True,2016-05-26,Stolen,2B,2016,2017,26.9
31,6843,1B,,Caught Stealing 2B,571875,Jake Lamb,605228,José Fernández,502671,Paul Goldschmidt,R,J.T. Realmuto,592663,0,0,1,True,2016-05-04,Caught,2B,2016,2017,26.9
32,7117,1B,2B,Stolen Base 2B,571875,Jake Lamb,456501,Johnny Cueto,502671,Paul Goldschmidt,R,Trevor Brown,623143,0,2,3,True,2016-04-21,Stolen,2B,2016,2017,26.9
33,7230,1B,2B,Stolen Base 2B,571875,Jake Lamb,407845,Fernando Rodney,594838,Phil Gosselin,R,Derek Norris,519083,2,3,9,True,2016-04-15,Stolen,2B,2016,2017,26.9
34,363,1B,2B,Caught Stealing 3B,571875,Jake Lamb,407822,Jorge De La Rosa,571745,Mitch Haniger,L,Dustin Garneau,572863,4,3,3,False,2016-09-13,Caught,3B,2016,2017,26.9
35,435,1B,2B,Stolen Base 2B,571875,Jake Lamb,518715,Cory Gearrin,502671,Paul Goldschmidt,R,Buster Posey,457763,6,7,12,False,2016-09-09,Stolen,2B,2016,2017,26.9
36,863,1B,2B,Stolen Base 2B,571875,Jake Lamb,592789,Noah Syndergaard,630111,Yasmany Tomás,R,René Rivera,425784,0,0,1,False,2016-08-16,Stolen,2B,2016,2017,26.9
37,1225,1B,2B,Caught Stealing 3B,571875,Jake Lamb,431148,Scott Kazmir,572008,Chris Owings,L,Yasmani Grandal,518735,0,3,4,True,2016-07-30,Caught,3B,2016,2017,26.9
38,1423,1B,2B,Stolen Base 2B,571875,Jake Lamb,573185,Dan Straily,456078,Welington Castillo,R,Tucker Barnhart,571466,0,2,1,True,2016-07-22,Stolen,2B,2016,2017,26.9
39,2399,1B,2B,Stolen Base 2B,571875,Jake Lamb,543037,Gerrit Cole,592273,Brandon Drury,R,Francisco Cervelli,465041,0,1,1,True,2016-05-26,Stolen,2B,2016,2017,26.9
40,2808,1B,,Caught Stealing 2B,571875,Jake Lamb,605228,José Fernández,502671,Paul Goldschmidt,R,J.T. Realmuto,592663,0,0,1,True,2016-05-04,Caught,2B,2016,2017,26.9
41,3082,1B,2B,Stolen Base 2B,571875,Jake Lamb,456501,Johnny Cueto,502671,Paul Goldschmidt,R,Trevor Brown,623143,0,2,3,True,2016-04-21,Stolen,2B,2016,2017,26.9
42,3195,1B,2B,Stolen Base 2B,571875,Jake Lamb,407845,Fernando Rodney,594838,Phil Gosselin,R,Derek Norris,519083,2,3,9,True,2016-04-15,Stolen,2B,2016,2017,26.9
43,3770,1B,2B,Caught Stealing 3B,571875,Jake Lamb,407822,Jorge De La Rosa,571745,Mitch Haniger,L,Dustin Garneau,572863,4,3,3,False,2016-09-13,Caught,3B,2016,2017,26.9
44,3842,1B,2B,Stolen Base 2B,571875,Jake Lamb,518715,Cory Gearrin,502671,Paul Goldschmidt,R,Buster Posey,457763,6,7,12,False,2016-09-09,Stolen,2B,2016,2017,26.9
45,4270,1B,2B,Stolen Base 2B,571875,Jake Lamb,592789,Noah Syndergaard,630111,Yasmany Tomás,R,René Rivera,425784,0,0,1,False,2016-08-16,Stolen,2B,2016,2017,26.9
46,4632,1B,2B,Caught Stealing 3B,571875,Jake Lamb,431148,Scott Kazmir,572008,Chris Owings,L,Yasmani Grandal,518735,0,3,4,True,2016-07-30,Caught,3B,2016,2017,26.9
47,4830,1B,2B,Stolen Base 2B,571875,Jake Lamb,573185,Dan Straily,456078,Welington Castillo,R,Tucker Barnhart,571466,0,2,1,True,2016-07-22,Stolen,2B,2016,2017,26.9
48,5806,1B,2B,Stolen Base 2B,571875,Jake Lamb,543037,Gerrit Cole,592273,Brandon Drury,R,Francisco Cervelli,465041,0,1,1,True,2016-05-26,Stolen,2B,2016,2017,26.9
49,6215,1B,,Caught Stealing 2B,571875,Jake Lamb,605228,José Fernández,502671,Paul Goldschmidt,R,J.T. Realmuto,592663,0,0,1,True,2016-05-04,Caught,2B,2016,2017,26.9
50,6489,1B,2B,Stolen Base 2B,571875,Jake Lamb,456501,Johnny Cueto,502671,Paul Goldschmidt,R,Trevor Brown,623143,0,2,3,True,2016-04-21,Stolen,2B,2016,2017,26.9
51,6602,1B,2B,Stolen Base 2B,571875,Jake Lamb,407845,Fernando Rodney,594838,Phil Gosselin,R,Derek Norris,519083,2,3,9,True,2016-04-15,Stolen,2B,2016,2017,26.9
52,254,1B,2B,Stolen Base 2B,571875,Jake Lamb,605309,Keone Kela,457454,Jarrod Saltalamacchia,R,Robinson Chirinos,455139,0,3,7,True,2015-07-07,Stolen,2B,2015,2016,27.2
53,679,1B,2B,Stolen Base 2B,571875,Jake Lamb,450308,Jered Weaver,572008,Chris Owings,R,Carlos Pérez,542208,0,3,4,True,2015-06-15,Stolen,2B,2015,2016,27.2
54,2006,1B,2B,Stolen Base 2B,571875,Jake Lamb,571057,Frank Garces,431094,Aaron Hill,L,Derek Norris,519083,4,8,9,True,2015-04-13,Stolen,2B,2015,2016,27.2
55,2028,1B,,Caught Stealing 2B,571875,Jake Lamb,425844,Zack Greinke,488912,Tuffy Gosewisch,R,Yasmani Grandal,518735,0,2,4,False,2015-04-12,Caught,2B,2015,2016,27.2
56,2172,1B,,Caught Stealing 2B,571875,Jake Lamb,518585,Fernando Cruz,444482,David Peralta,R,Kyle Schwarber,656941,4,2,6,False,2015-04-04,Caught,2B,2015,2016,27.2
