,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,306,1B,2B,Stolen Base 2B,676609,José Caballero,676664,JP Sears,620443,Luis Torrens,L,Shea Langeliers,669127,0,4,6,True,2023-09-18,Stolen,2B,2023,2024,28.3
1,967,1B,2B,Stolen Base 2B,676609,José Caballero,607481,Aaron Bummer,664238,Dylan Moore,L,Carlos Pérez,656024,3,0,7,True,2023-08-23,Stolen,2B,2023,2024,28.3
2,968,2B,3B,Stolen Base 3B,676609,José Caballero,607481,Aaron Bummer,668942,Josh Rojas,L,Carlos Pérez,656024,3,1,7,True,2023-08-23,Stolen,3B,2023,2024,28.3
3,989,1B,,Caught Stealing 2B,676609,José Caballero,669424,Jimmy Lambert,668942,Josh Rojas,R,Yasmani Grandal,518735,2,6,7,True,2023-08-22,Caught,2B,2023,2024,28.3
4,1049,1B,2B,Stolen Base 2B,676609,José Caballero,664285,Framber Valdez,687799,Cade Marlowe,L,Martín Maldonado,455117,2,6,5,True,2023-08-19,Stolen,2B,2023,2024,28.3
5,1101,2B,3B,Stolen Base 3B,676609,José Caballero,679525,Alec Marsh,668942,Josh Rojas,R,Salvador Perez,521692,1,3,2,True,2023-08-16,Stolen,3B,2023,2024,28.3
6,1130,2B,3B,Stolen Base 3B,676609,José Caballero,669395,Dylan Coleman,677594,Julio Rodríguez,R,Freddy Fermin,666023,5,8,8,True,2023-08-15,Stolen,3B,2023,2024,28.3
7,1252,1B,2B,Stolen Base 2B,676609,José Caballero,506433,Yu Darvish,664034,Ty France,R,Luis Campusano,669134,1,1,7,False,2023-08-09,Stolen,2B,2023,2024,28.3
8,1396,1B,2B,Stolen Base 2B,676609,José Caballero,672282,Reid Detmers,641487,J.P. Crawford,L,Chad Wallach,595453,1,5,2,True,2023-08-04,Stolen,2B,2023,2024,28.3
9,1508,1B,2B,Stolen Base 2B,676609,José Caballero,669459,Kyle Nelson,641487,J.P. Crawford,L,Carson Kelly,608348,3,3,7,True,2023-07-29,Stolen,2B,2023,2024,28.3
10,1524,1B,2B,Stolen Base 2B,676609,José Caballero,613534,Austin Adams,641487,J.P. Crawford,R,Jose Herrera,645444,0,4,7,True,2023-07-28,Stolen,2B,2023,2024,28.3
11,1682,1B,2B,Stolen Base 2B,676609,José Caballero,657024,Erik Swanson,677594,Julio Rodríguez,R,Danny Jansen,643376,1,2,7,False,2023-07-21,Stolen,2B,2023,2024,28.3
12,1890,1B,2B,Stolen Base 2B,676609,José Caballero,664285,Framber Valdez,641487,J.P. Crawford,L,Martín Maldonado,455117,2,1,3,True,2023-07-08,Stolen,2B,2023,2024,28.3
13,1891,2B,3B,Stolen Base 3B,676609,José Caballero,664285,Framber Valdez,641487,J.P. Crawford,L,Martín Maldonado,455117,2,1,3,True,2023-07-08,Stolen,3B,2023,2024,28.3
14,2023,1B,2B,Stolen Base 2B,676609,José Caballero,666808,Camilo Doval,664034,Ty France,R,Blake Sabol,666165,2,2,9,True,2023-07-03,Stolen,2B,2023,2024,28.3
15,2024,2B,3B,Stolen Base 3B,676609,José Caballero,666808,Camilo Doval,543939,Kolten Wong,R,Blake Sabol,666165,2,2,9,True,2023-07-03,Stolen,3B,2023,2024,28.3
16,2265,1B,2B,Stolen Base 2B,676609,José Caballero,502043,Kyle Gibson,672284,Jarred Kelenic,R,Adley Rutschman,668939,0,5,3,True,2023-06-23,Stolen,2B,2023,2024,28.3
17,2410,1B,2B,Stolen Base 2B,676609,José Caballero,656629,Michael Kopech,641487,J.P. Crawford,R,Seby Zavala,664874,0,0,4,False,2023-06-16,Stolen,2B,2023,2024,28.3
18,2498,1B,2B,Stolen Base 2B,676609,José Caballero,665795,Edward Cabrera,641487,J.P. Crawford,R,Jacob Stallings,607732,3,0,2,False,2023-06-13,Stolen,2B,2023,2024,28.3
19,2500,1B,2B,Stolen Base 2B,676609,José Caballero,665795,Edward Cabrera,641487,J.P. Crawford,R,Jacob Stallings,607732,5,0,4,False,2023-06-13,Stolen,2B,2023,2024,28.3
20,2592,1B,2B,Stolen Base 2B,676609,José Caballero,608032,Carlos Estévez,641487,J.P. Crawford,R,Chad Wallach,595453,5,4,9,True,2023-06-09,Stolen,2B,2023,2024,28.3
21,2665,1B,,Caught Stealing 2B,676609,José Caballero,593619,Domingo Tapia,641487,J.P. Crawford,R,Austin Nola,543592,1,4,9,True,2023-06-06,Caught,2B,2023,2024,28.3
22,3063,1B,2B,Stolen Base 2B,676609,José Caballero,694363,Jared Shuster,641487,J.P. Crawford,L,Travis d'Arnaud,518595,1,1,3,True,2023-05-21,Stolen,2B,2023,2024,28.3
23,3064,2B,3B,Stolen Base 3B,676609,José Caballero,694363,Jared Shuster,641487,J.P. Crawford,L,Travis d'Arnaud,518595,1,1,3,True,2023-05-21,Stolen,3B,2023,2024,28.3
24,3065,1B,2B,Stolen Base 2B,676609,José Caballero,694363,Jared Shuster,641487,J.P. Crawford,L,Travis d'Arnaud,518595,2,1,6,True,2023-05-21,Stolen,2B,2023,2024,28.3
25,3339,1B,2B,Stolen Base 2B,676609,José Caballero,592351,Jon Gray,677594,Julio Rodríguez,R,Sandy León,506702,1,0,3,False,2023-05-08,Stolen,2B,2023,2024,28.3
