,Unnamed: 0,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
0,2481,2B,,Caught Stealing 3B,656582,Connor Joe,592767,Drew Smyly,467793,Carlos Santana,L,Yan Gomes,543228,1,5,5,True,2023-06-14,Caught,3B,2023,2024,26.9
1,2576,1B,,Caught Stealing 2B,656582,Connor Joe,673540,Kodai Senga,467793,Carlos Santana,R,Francisco Alvarez,682626,0,0,1,False,2023-06-10,Caught,2B,2023,2024,26.9
2,2822,1B,2B,Stolen Base 2B,656582,Connor Joe,666808,Camilo Doval,663647,Ke'Bryan Hayes,R,Patrick Bailey,672275,4,8,9,True,2023-05-31,Stolen,2B,2023,2024,26.9
3,3307,1B,,Caught Stealing 2B,656582,Connor Joe,622608,Antonio Senzatela,672779,Tucupita Marcano,R,Austin Wynns,642851,1,0,2,False,2023-05-10,Caught,2B,2023,2024,26.9
4,3310,1B,,Caught Stealing 2B,656582,Connor Joe,663567,Peter Lambert,572008,Chris Owings,R,Austin Wynns,642851,3,3,4,False,2023-05-10,Caught,2B,2023,2024,26.9
5,3514,2B,3B,Stolen Base 3B,656582,Connor Joe,676596,Josh Fleming,664029,Mark Mathias,L,Christian Bethancourt,542194,0,0,4,True,2023-05-02,Stolen,3B,2023,2024,26.9
6,3995,1B,,Caught Stealing 2B,656582,Connor Joe,664353,José Urquidy,669261,Jack Suwinski,R,Yainer Diaz,673237,0,2,4,False,2023-04-12,Caught,2B,2023,2024,26.9
7,4224,1B,2B,Stolen Base 2B,656582,Connor Joe,668933,Graham Ashcraft,595978,Austin Hedges,R,Tyler Stephenson,663886,1,0,3,True,2023-04-02,Stolen,2B,2023,2024,26.9
8,6895,2B,,Caught Stealing 3B,656582,Connor Joe,592767,Drew Smyly,467793,Carlos Santana,L,Yan Gomes,543228,1,5,5,True,2023-06-14,Caught,3B,2023,2024,26.9
9,6990,1B,,Caught Stealing 2B,656582,Connor Joe,673540,Kodai Senga,467793,Carlos Santana,R,Francisco Alvarez,682626,0,0,1,False,2023-06-10,Caught,2B,2023,2024,26.9
10,7236,1B,2B,Stolen Base 2B,656582,Connor Joe,666808,Camilo Doval,663647,Ke'Bryan Hayes,R,Patrick Bailey,672275,4,8,9,True,2023-05-31,Stolen,2B,2023,2024,26.9
11,7721,1B,,Caught Stealing 2B,656582,Connor Joe,622608,Antonio Senzatela,672779,Tucupita Marcano,R,Austin Wynns,642851,1,0,2,False,2023-05-10,Caught,2B,2023,2024,26.9
12,7724,1B,,Caught Stealing 2B,656582,Connor Joe,663567,Peter Lambert,572008,Chris Owings,R,Austin Wynns,642851,3,3,4,False,2023-05-10,Caught,2B,2023,2024,26.9
13,7928,2B,3B,Stolen Base 3B,656582,Connor Joe,676596,Josh Fleming,664029,Mark Mathias,L,Christian Bethancourt,542194,0,0,4,True,2023-05-02,Stolen,3B,2023,2024,26.9
14,8409,1B,,Caught Stealing 2B,656582,Connor Joe,664353,José Urquidy,669261,Jack Suwinski,R,Yainer Diaz,673237,0,2,4,False,2023-04-12,Caught,2B,2023,2024,26.9
15,8638,1B,2B,Stolen Base 2B,656582,Connor Joe,668933,Graham Ashcraft,595978,Austin Hedges,R,Tyler Stephenson,663886,1,0,3,True,2023-04-02,Stolen,2B,2023,2024,26.9
16,29,1B,2B,Stolen Base 2B,656582,Connor Joe,622503,Nabil Crismatt,578428,Jose Iglesias,R,Jorge Alfaro,595751,6,5,6,False,2022-07-14,Stolen,2B,2022,2023,27.1
17,221,1B,2B,Stolen Base 2B,656582,Connor Joe,628711,Julio Urías,602074,Yonathan Daza,L,Will Smith,669257,0,0,3,True,2022-07-04,Stolen,2B,2022,2023,27.1
18,385,1B,2B,Stolen Base 2B,656582,Connor Joe,657746,Joe Ryan,602074,Yonathan Daza,R,Ryan Jeffers,680777,5,3,4,True,2022-06-26,Stolen,2B,2022,2023,27.1
19,722,2B,3B,Stolen Base 3B,656582,Connor Joe,607074,Carlos Rodón,543068,C.J. Cron,L,Curt Casali,592200,3,2,3,True,2022-06-07,Stolen,3B,2022,2023,27.1
20,1148,1B,,Caught Stealing 2B,656582,Connor Joe,663738,Daniel Lynch IV,602074,Yonathan Daza,L,MJ Melendez,669004,0,2,5,False,2022-05-15,Caught,2B,2022,2023,27.1
21,1223,1B,2B,Stolen Base 2B,656582,Connor Joe,502171,Alex Cobb,453568,Charlie Blackmon,R,Joey Bart,663698,0,0,1,True,2022-05-11,Stolen,2B,2022,2023,27.1
22,1421,1B,,Caught Stealing 2B,656582,Connor Joe,656818,Connor Overton,453568,Charlie Blackmon,R,Aramis Garcia,605244,0,1,1,False,2022-04-30,Caught,2B,2022,2023,27.1
23,1785,1B,2B,Stolen Base 2B,656582,Connor Joe,669952,Mitch White,592178,Kris Bryant,R,Will Smith,669257,6,4,4,False,2022-04-10,Stolen,2B,2022,2023,27.1
