,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
0,1B,,Caught Stealing 2B,670084,Nick Heath,650530,Bryan Garcia,658668,Edward Olivares,R,Eric Haase,606992,3,4,9,False,2020-09-26,Caught,2B,2020,2021, 83.4, 0.75
1,2B,3B,Stolen Base 3B,593160,Whit Merrifield,605513,Spencer Turnbull,521692,Salvador Perez,R,Eric Haase,606992,0,0,1,False,2020-09-25,Stolen,3B,2020,2021, 83.4, 0.75
2,1B,2B,Stolen Base 2B,609275,Adalberto Mondesi,605513,Spencer Turnbull,521692,Salvador Perez,R,Eric Haase,606992,0,0,1,False,2020-09-25,Stolen,2B,2020,2021, 83.4, 0.75
3,2B,3B,Stolen Base 3B,609275,Adalberto Mondesi,605513,Spencer Turnbull,596748,Maikel Franco,R,Eric Haase,606992,3,0,5,False,2020-09-25,Stolen,3B,2020,2021, 83.4, 0.75
4,1B,2B,Stolen Base 2B,593871,Jorge Polanco,663554,Casey Mize,503556,Marwin Gonzalez,R,Eric Haase,606992,1,0,3,False,2020-09-23,Stolen,2B,2020,2021, 83.4, 0.75
5,1B,2B,Stolen Base 2B,621439,Byron Buxton,663554,Casey Mize,596146,Max Kepler,R,Eric Haase,606992,2,0,3,False,2020-09-23,Stolen,2B,2020,2021, 83.4, 0.75
6,1B,2B,Stolen Base 2B,596019,Francisco Lindor,605242,Michael Fulmer,467793,Carlos Santana,R,Eric Haase,606992,0,0,1,True,2020-09-18,Stolen,2B,2020,2021, 83.4, 0.75
7,3B,,Caught Stealing Home,608070,José Ramírez,641302,Tyler Alexander,547379,Roberto Pérez,L,Eric Haase,606992,0,0,4,True,2020-09-18,Caught,Home,2020,2021, 83.4, 0.75
8,1B,2B,Stolen Base 2B,593160,Whit Merrifield,669373,Tarik Skubal,521692,Salvador Perez,L,Eric Haase,606992,0,3,6,True,2020-09-16,Stolen,2B,2020,2021, 83.4, 0.75
9,2B,3B,Stolen Base 3B,593160,Whit Merrifield,642397,Gregory Soto,521692,Salvador Perez,L,Eric Haase,606992,0,3,8,True,2020-09-16,Stolen,3B,2020,2021, 83.4, 0.75
10,1B,2B,Stolen Base 2B,609275,Adalberto Mondesi,642397,Gregory Soto,521692,Salvador Perez,L,Eric Haase,606992,0,3,8,True,2020-09-16,Stolen,2B,2020,2021, 83.4, 0.75
11,1B,2B,Stolen Base 2B,625510,Erick Mejia,596057,Daniel Norris,670032,Nicky Lopez,L,Eric Haase,606992,0,4,9,True,2020-09-16,Stolen,2B,2020,2021, 83.4, 0.75
12,1B,2B,Stolen Base 2B,640447,Phillip Ervin,670167,John Schreiber,642165,Josh VanMeter,R,Eric Haase,606992,1,0,5,False,2020-07-22,Stolen,2B,2020,2021, 83.4, 0.75
13,1B,,Caught Stealing 2B,606157,Aristides Aquino,598286,Nick Ramirez,592200,Curt Casali,L,Eric Haase,606992,1,0,7,False,2020-07-22,Caught,2B,2020,2021, 83.4, 0.75
14,1B,,Caught Stealing 2B,670084,Nick Heath,650530,Bryan Garcia,658668,Edward Olivares,R,Eric Haase,606992,3,4,9,False,2020-09-26,Caught,2B,2020,2021, 83.4, 0.75
15,2B,3B,Stolen Base 3B,593160,Whit Merrifield,605513,Spencer Turnbull,521692,Salvador Perez,R,Eric Haase,606992,0,0,1,False,2020-09-25,Stolen,3B,2020,2021, 83.4, 0.75
16,1B,2B,Stolen Base 2B,609275,Adalberto Mondesi,605513,Spencer Turnbull,521692,Salvador Perez,R,Eric Haase,606992,0,0,1,False,2020-09-25,Stolen,2B,2020,2021, 83.4, 0.75
17,2B,3B,Stolen Base 3B,609275,Adalberto Mondesi,605513,Spencer Turnbull,596748,Maikel Franco,R,Eric Haase,606992,3,0,5,False,2020-09-25,Stolen,3B,2020,2021, 83.4, 0.75
18,1B,2B,Stolen Base 2B,593871,Jorge Polanco,663554,Casey Mize,503556,Marwin Gonzalez,R,Eric Haase,606992,1,0,3,False,2020-09-23,Stolen,2B,2020,2021, 83.4, 0.75
19,1B,2B,Stolen Base 2B,621439,Byron Buxton,663554,Casey Mize,596146,Max Kepler,R,Eric Haase,606992,2,0,3,False,2020-09-23,Stolen,2B,2020,2021, 83.4, 0.75
