,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
0,1B,2B,Stolen Base 2B,668227,Randy Arozarena,592826,Vince Velasquez,642715,Willy Adames,R,Andrew Knapp,595284,1,3,3,False,2020-09-25,Stolen,2B,2020,2021, 82.2, 0.72
1,1B,2B,Stolen Base 2B,607208,Trea Turner,488984,Tommy Hunter,435559,Kurt Suzuki,R,Andrew Knapp,595284,6,3,4,False,2020-09-22,Stolen,2B,2020,2021, 82.2, 0.72
2,1B,2B,Stolen Base 2B,665742,Juan Soto,593576,Héctor Neris,671277,Luis García Jr.,R,Andrew Knapp,595284,6,6,7,False,2020-09-22,Stolen,2B,2020,2021, 82.2, 0.72
3,1B,2B,Stolen Base 2B,571788,Brock Holt,554430,Zack Wheeler,435559,Kurt Suzuki,R,Andrew Knapp,595284,2,0,1,False,2020-09-21,Stolen,2B,2020,2021, 82.2, 0.72
4,2B,3B,Stolen Base 2B,571788,Brock Holt,554430,Zack Wheeler,435559,Kurt Suzuki,R,Andrew Knapp,595284,2,0,1,False,2020-09-21,Stolen,2B,2020,2021, 82.2, 0.72
5,1B,2B,Stolen Base 2B,607208,Trea Turner,453284,Blake Parker,452678,Asdrúbal Cabrera,R,Andrew Knapp,595284,3,1,7,False,2020-09-21,Stolen,2B,2020,2021, 82.2, 0.72
6,1B,2B,Stolen Base 2B,624415,Cavan Biggio,621107,Zach Eflin,666182,Bo Bichette,R,Andrew Knapp,595284,0,1,3,False,2020-09-18,Stolen,2B,2020,2021, 82.2, 0.72
7,1B,2B,Stolen Base 2B,656509,Monte Harrison,475479,David Phelps,516782,Starling Marte,R,Andrew Knapp,595284,5,2,6,False,2020-09-11,Stolen,2B,2020,2021, 82.2, 0.72
8,1B,,Caught Stealing 2B,607043,Brandon Nimmo,605400,Aaron Nola,624424,Michael Conforto,R,Andrew Knapp,595284,0,0,1,False,2020-09-06,Caught,2B,2020,2021, 82.2, 0.72
9,1B,2B,Stolen Base 2B,607208,Trea Turner,488984,Tommy Hunter,435559,Kurt Suzuki,R,Andrew Knapp,595284,6,3,4,False,2020-08-27,Stolen,2B,2020,2021, 82.2, 0.72
10,1B,2B,Stolen Base 2B,665742,Juan Soto,593576,Héctor Neris,671277,Luis García Jr.,R,Andrew Knapp,595284,6,6,7,False,2020-08-27,Stolen,2B,2020,2021, 82.2, 0.72
11,1B,,Caught Stealing 2B,455976,Nick Markakis,592826,Vince Velasquez,588751,Adeiny Hechavarría,R,Andrew Knapp,595284,1,0,4,True,2020-08-09,Caught,2B,2020,2021, 82.2, 0.72
12,1B,2B,Stolen Base 2B,656509,Monte Harrison,475479,David Phelps,516782,Starling Marte,R,Andrew Knapp,595284,5,2,6,False,2020-08-04,Stolen,2B,2020,2021, 82.2, 0.72
13,1B,2B,Stolen Base 2B,624415,Cavan Biggio,621107,Zach Eflin,666182,Bo Bichette,R,Andrew Knapp,595284,0,1,3,False,2020-08-02,Stolen,2B,2020,2021, 82.2, 0.72
14,1B,2B,Stolen Base 2B,668227,Randy Arozarena,592826,Vince Velasquez,642715,Willy Adames,R,Andrew Knapp,595284,1,3,3,False,2020-09-25,Stolen,2B,2020,2021, 82.2, 0.72
15,1B,2B,Stolen Base 2B,607208,Trea Turner,488984,Tommy Hunter,435559,Kurt Suzuki,R,Andrew Knapp,595284,6,3,4,False,2020-09-22,Stolen,2B,2020,2021, 82.2, 0.72
16,1B,2B,Stolen Base 2B,665742,Juan Soto,593576,Héctor Neris,671277,Luis García Jr.,R,Andrew Knapp,595284,6,6,7,False,2020-09-22,Stolen,2B,2020,2021, 82.2, 0.72
17,1B,2B,Stolen Base 2B,571788,Brock Holt,554430,Zack Wheeler,435559,Kurt Suzuki,R,Andrew Knapp,595284,2,0,1,False,2020-09-21,Stolen,2B,2020,2021, 82.2, 0.72
18,2B,3B,Stolen Base 2B,571788,Brock Holt,554430,Zack Wheeler,435559,Kurt Suzuki,R,Andrew Knapp,595284,2,0,1,False,2020-09-21,Stolen,2B,2020,2021, 82.2, 0.72
19,1B,2B,Stolen Base 2B,607208,Trea Turner,453284,Blake Parker,452678,Asdrúbal Cabrera,R,Andrew Knapp,595284,3,1,7,False,2020-09-21,Stolen,2B,2020,2021, 82.2, 0.72
20,1B,2B,Stolen Base 2B,624415,Cavan Biggio,621107,Zach Eflin,666182,Bo Bichette,R,Andrew Knapp,595284,0,1,3,False,2020-09-18,Stolen,2B,2020,2021, 82.2, 0.72
21,1B,2B,Stolen Base 2B,656509,Monte Harrison,475479,David Phelps,516782,Starling Marte,R,Andrew Knapp,595284,5,2,6,False,2020-09-11,Stolen,2B,2020,2021, 82.2, 0.72
22,1B,,Caught Stealing 2B,607043,Brandon Nimmo,605400,Aaron Nola,624424,Michael Conforto,R,Andrew Knapp,595284,0,0,1,False,2020-09-06,Caught,2B,2020,2021, 82.2, 0.72
23,1B,2B,Stolen Base 2B,607208,Trea Turner,488984,Tommy Hunter,435559,Kurt Suzuki,R,Andrew Knapp,595284,6,3,4,False,2020-08-27,Stolen,2B,2020,2021, 82.2, 0.72
24,1B,2B,Stolen Base 2B,665742,Juan Soto,593576,Héctor Neris,671277,Luis García Jr.,R,Andrew Knapp,595284,6,6,7,False,2020-08-27,Stolen,2B,2020,2021, 82.2, 0.72
