,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
22,1B,2B,Stolen Base 2B,669222,Nick Senzel,506433,Yu Darvish,458015,Joey Votto,R,Taylor Davis,543089,0,0,1,False,2019-05-15,Stolen,2B,2019,2021, --, 0.80
23,1B,2B,Stolen Base 2B,669222,Nick Senzel,506433,Yu Darvish,458015,Joey Votto,R,Taylor Davis,543089,1,2,3,False,2019-05-15,Stolen,2B,2019,2021, --, 0.80
24,1B,2B,Stolen Base 2B,435522,Neil Walker,506433,Yu Darvish,516770,Starlin Castro,R,Taylor Davis,543089,2,0,2,True,2019-05-09,Stolen,2B,2019,2021, --, 0.80
25,1B,2B,Stolen Base 2B,594011,Rosell Herrera,506433,Yu Darvish,670950,Trevor Richards,R,Taylor Davis,543089,2,0,3,True,2019-05-09,Stolen,2B,2019,2021, --, 0.80
26,1B,2B,Stolen Base 2B,500743,Miguel Rojas,506433,Yu Darvish,605119,Brian Anderson,R,Taylor Davis,543089,2,0,3,True,2019-05-09,Stolen,2B,2019,2021, --, 0.80
27,1B,2B,Stolen Base 2B,598284,Peter O'Brien,506433,Yu Darvish,594011,Rosell Herrera,R,Taylor Davis,543089,2,1,4,True,2019-05-09,Stolen,2B,2019,2021, --, 0.80
28,1B,2B,Stolen Base 2B,657557,Paul DeJong,506433,Yu Darvish,542303,Marcell Ozuna,R,Taylor Davis,543089,0,0,1,True,2019-05-04,Stolen,2B,2019,2021, --, 0.80
29,2B,3B,Stolen Base 3B,572761,Matt Carpenter,506433,Yu Darvish,502671,Paul Goldschmidt,R,Taylor Davis,543089,1,2,3,True,2019-05-04,Stolen,3B,2019,2021, --, 0.80
30,2B,3B,Stolen Base 3B,425877,Yadier Molina,518553,Steve Cishek,543939,Kolten Wong,R,Taylor Davis,543089,5,5,7,True,2019-05-04,Stolen,3B,2019,2021, --, 0.80
31,1B,2B,Stolen Base 2B,451594,Dexter Fowler,518553,Steve Cishek,543939,Kolten Wong,R,Taylor Davis,543089,5,5,7,True,2019-05-04,Stolen,2B,2019,2021, --, 0.80
32,1B,2B,Stolen Base 2B,606466,Ketel Marte,506433,Yu Darvish,605113,Nick Ahmed,R,Taylor Davis,543089,1,7,6,False,2019-04-27,Stolen,2B,2019,2021, --, 0.80
