,Start_Base,End_Base,Event,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Arm_Strength,Exchange
0,1B,2B,Stolen Base 2B,663656,Kyle Tucker,518876,Merrill Kelly,547989,José Abreu,R,Gabriel Moreno,672515,0,1,4,True,2023-09-30,Stolen,2B,2023,2024, 83.5, 0.62
1,1B,2B,Stolen Base 2B,514888,Jose Altuve,657044,Ryan Thompson,608324,Alex Bregman,R,Gabriel Moreno,672515,0,2,8,True,2023-09-29,Stolen,2B,2023,2024, 83.5, 0.62
2,1B,2B,Stolen Base 2B,664314,Estevan Florial,518876,Merrill Kelly,518934,DJ LeMahieu,R,Gabriel Moreno,672515,0,2,3,False,2023-09-25,Stolen,2B,2023,2024, 83.5, 0.62
3,1B,2B,Stolen Base 2B,664314,Estevan Florial,518876,Merrill Kelly,518934,DJ LeMahieu,R,Gabriel Moreno,672515,0,2,3,False,2023-09-23,Stolen,2B,2023,2024, 83.5, 0.62
4,1B,,Caught Stealing 2B,664023,Ian Happ,657044,Ryan Thompson,663538,Nico Hoerner,R,Gabriel Moreno,672515,3,3,7,True,2023-09-16,Caught,2B,2023,2024, 83.5, 0.62
5,2B,3B,Stolen Base 3B,663538,Nico Hoerner,685314,Andrew Saalfrank,641355,Cody Bellinger,L,Gabriel Moreno,672515,3,4,10,True,2023-09-16,Stolen,3B,2023,2024, 83.5, 0.62
6,1B,2B,Stolen Base 2B,666624,Christopher Morel,685314,Andrew Saalfrank,641355,Cody Bellinger,L,Gabriel Moreno,672515,3,4,10,True,2023-09-16,Stolen,2B,2023,2024, 83.5, 0.62
7,2B,3B,Stolen Base 2B,666624,Christopher Morel,685314,Andrew Saalfrank,641355,Cody Bellinger,L,Gabriel Moreno,672515,3,4,10,True,2023-09-16,Stolen,2B,2023,2024, 83.5, 0.62
8,1B,2B,Stolen Base 2B,673548,Seiya Suzuki,518876,Merrill Kelly,600869,Jeimer Candelario,R,Gabriel Moreno,672515,0,0,2,False,2023-09-09,Stolen,2B,2023,2024, 83.5, 0.62
9,1B,2B,Stolen Base 2B,641355,Cody Bellinger,518876,Merrill Kelly,621020,Dansby Swanson,R,Gabriel Moreno,672515,1,0,3,False,2023-09-09,Stolen,2B,2023,2024, 83.5, 0.62
10,1B,,Caught Stealing 2B,673548,Seiya Suzuki,668678,Zac Gallen,600869,Jeimer Candelario,R,Gabriel Moreno,672515,0,0,5,False,2023-09-08,Caught,2B,2023,2024, 83.5, 0.62
11,1B,,Caught Stealing 2B,670156,Miles Mastrobuoni,668678,Zac Gallen,543228,Yan Gomes,R,Gabriel Moreno,672515,0,1,8,False,2023-09-08,Caught,2B,2023,2024, 83.5, 0.62
12,1B,2B,Stolen Base 2B,678662,Ezequiel Tovar,694297,Brandon Pfaadt,553869,Elias Díaz,R,Gabriel Moreno,672515,1,1,3,True,2023-09-05,Stolen,2B,2023,2024, 83.5, 0.62
13,2B,3B,Stolen Base 3B,678662,Ezequiel Tovar,694297,Brandon Pfaadt,666134,Nolan Jones,R,Gabriel Moreno,672515,1,2,3,True,2023-09-05,Stolen,3B,2023,2024, 83.5, 0.62
